Date,Open,High,Low,Close,Adj Close,Volume
2015-04-21,445.075012,447.750000,436.225006,438.225006,410.010651,8095048
2015-04-22,440.950012,443.375000,433.500000,439.875000,411.554443,6748376
2015-04-23,441.924988,444.700012,434.524994,438.524994,410.291351,6097602
2015-04-24,438.500000,442.225006,434.325012,439.450012,411.156830,5810518
2015-04-27,440.024994,443.750000,435.725006,437.649994,409.472717,5048454
2015-04-28,437.350006,441.000000,429.274994,432.600006,404.747864,6714572
2015-04-29,431.000000,435.274994,423.700012,425.000000,397.637177,7492024
2015-04-30,425.000000,432.950012,423.975006,431.174988,403.414551,15910372
2015-05-04,433.100006,446.950012,430.250000,445.475006,416.793915,6893384
2015-05-05,446.850006,450.899994,442.549988,446.075012,417.355286,8158936
2015-05-06,445.000000,448.375000,436.000000,440.125000,411.788330,10257994
2015-05-07,437.500000,439.225006,430.000000,435.375000,407.344177,7650924
2015-05-08,435.500000,446.875000,430.549988,444.850006,425.993652,7819576
2015-05-11,446.424988,449.725006,441.700012,447.975006,428.986237,6498166
2015-05-12,447.450012,447.450012,432.575012,434.350006,415.938751,7611912
2015-05-13,436.674988,444.325012,428.600006,442.549988,423.791168,7635334
2015-05-14,443.000000,443.100006,435.149994,439.100006,420.487396,5636730
2015-05-15,440.950012,443.475006,435.049988,436.975006,418.452484,3808980
2015-05-18,437.450012,447.000000,436.100006,445.774994,426.879486,4501964
2015-05-19,445.625000,452.375000,443.299988,447.774994,428.794678,6634872
2015-05-20,450.200012,455.500000,448.850006,454.424988,435.162750,3981412
2015-05-21,455.625000,457.700012,447.049988,448.375000,429.369232,4918892
2015-05-22,448.500000,452.799988,448.500000,451.924988,432.768768,3816904
2015-05-25,450.000000,454.000000,446.174988,447.250000,428.291931,3025224
2015-05-26,447.500000,448.000000,441.350006,442.299988,423.551758,4347766
2015-05-27,443.000000,445.450012,440.100006,442.649994,423.886902,3693098
2015-05-28,442.924988,447.125000,436.000000,437.899994,419.338257,12132678
2015-05-29,439.950012,443.225006,436.549988,438.500000,419.912811,13384696
2015-06-01,440.000000,452.450012,439.000000,451.125000,432.002686,8958164
2015-06-02,452.875000,459.399994,445.725006,449.325012,430.279022,9225142
2015-06-03,449.500000,455.225006,444.250000,448.174988,429.177734,7107236
2015-06-04,452.100006,458.100006,446.274994,456.350006,437.006195,7283298
2015-06-05,454.950012,458.475006,452.225006,453.875000,434.636139,5973490
2015-06-08,453.399994,455.000000,441.549988,442.725006,423.958771,4958862
2015-06-09,441.774994,445.325012,438.674988,441.850006,423.120880,4184606
2015-06-10,443.000000,454.950012,442.500000,452.899994,433.702423,6176034
2015-06-11,453.000000,454.750000,436.825012,438.575012,419.984650,6709574
2015-06-12,439.500000,446.350006,439.125000,444.924988,426.065491,9849112
2015-06-15,447.450012,452.500000,445.000000,450.875000,431.763306,5878506
2015-06-16,449.500000,452.500000,446.600006,451.975006,432.816681,6368010
2015-06-17,452.524994,471.174988,447.000000,465.600006,445.864136,11992678
2015-06-18,466.274994,491.000000,466.250000,489.475006,468.727112,22568840
2015-06-19,491.250000,503.200012,491.250000,498.325012,477.201996,20897502
2015-06-22,498.475006,504.350006,493.250000,495.850006,474.831879,8866370
2015-06-23,496.325012,501.350006,495.500000,497.500000,476.411926,7318090
2015-06-24,497.500000,503.225006,493.325012,495.450012,474.448853,8504668
2015-06-25,493.500000,504.500000,492.500000,502.274994,480.984528,12423550
2015-06-26,499.950012,507.049988,497.700012,500.350006,479.141113,9585314
2015-06-29,493.950012,496.924988,486.000000,495.424988,474.424866,9220564
2015-06-30,494.950012,501.424988,494.000000,500.049988,478.853851,10599340
2015-07-01,500.500000,505.225006,500.500000,502.825012,481.511230,6777156
2015-07-02,504.500000,509.875000,503.549988,505.424988,484.001007,7283210
2015-07-03,504.875000,506.899994,501.524994,503.600006,482.253357,6323112
2015-07-06,498.049988,509.450012,497.600006,507.774994,486.251373,5594680
2015-07-07,505.500000,508.299988,500.000000,501.625000,480.362091,5163694
2015-07-08,497.924988,504.350006,495.825012,498.299988,477.178009,6944656
2015-07-09,498.000000,500.500000,491.575012,493.700012,472.773041,7427064
2015-07-10,495.549988,502.000000,495.125000,500.899994,479.667847,7365212
2015-07-13,500.899994,506.250000,497.575012,503.500000,482.157623,4507774
2015-07-14,504.450012,505.750000,497.600006,498.899994,477.752563,4545572
2015-07-15,499.875000,507.200012,499.774994,505.575012,484.144684,6186792
2015-07-16,506.000000,513.900024,505.575012,511.850006,490.153656,6790884
2015-07-17,512.625000,515.575012,509.000000,510.850006,489.196045,4660876
2015-07-20,513.900024,514.974976,508.950012,512.375000,490.656403,2902254
2015-07-21,514.000000,514.224976,501.375000,503.899994,482.540649,3622284
2015-07-22,502.500000,526.974976,502.299988,525.200012,502.937836,7913294
2015-07-23,526.750000,533.924988,520.599976,522.650024,500.495880,8522914
2015-07-24,524.000000,524.825012,510.549988,512.525024,490.800079,5988726
2015-07-27,512.450012,514.950012,500.875000,502.674988,481.367554,9197526
2015-07-28,504.149994,508.350006,500.049988,505.125000,483.713745,6118202
2015-07-29,504.750000,506.350006,496.049988,498.000000,476.890717,6761866
2015-07-30,500.049988,504.000000,496.149994,500.075012,478.877777,5349408
2015-07-31,500.000000,503.950012,495.000000,500.924988,479.691772,7604624
2015-08-03,500.500000,506.924988,499.700012,501.225006,479.979034,4520364
2015-08-04,501.700012,502.825012,490.000000,494.000000,473.060303,5489138
2015-08-05,494.125000,500.399994,492.049988,493.875000,472.940613,6558056
2015-08-06,495.500000,496.000000,488.750000,489.475006,468.727112,3981022
2015-08-07,489.500000,497.000000,488.575012,492.174988,471.312622,3935694
2015-08-10,492.250000,494.399994,482.250000,484.450012,463.915100,4246570
2015-08-11,485.500000,486.825012,479.000000,483.000000,462.526581,4005904
2015-08-12,481.799988,483.000000,470.274994,471.450012,451.466156,4411804
2015-08-13,473.500000,476.975006,464.700012,466.674988,446.893524,4270094
2015-08-14,470.125000,486.000000,467.149994,483.475006,462.981476,5824010
2015-08-17,483.000000,483.000000,473.024994,475.350006,455.200806,4963652
2015-08-18,478.000000,478.000000,471.100006,472.049988,452.040710,3031166
2015-08-19,472.000000,480.500000,469.725006,477.299988,457.068115,4058402
2015-08-20,479.975006,479.975006,456.875000,458.149994,438.729919,8689858
2015-08-21,455.000000,455.950012,448.500000,453.975006,434.731903,9166424
2015-08-24,440.000000,440.000000,409.000000,414.774994,397.193512,16291446
2015-08-25,420.424988,430.325012,411.600006,424.075012,406.099335,22631686
2015-08-26,423.899994,437.399994,420.000000,426.700012,408.613007,8665824
2015-08-27,433.399994,440.625000,428.524994,434.575012,416.154236,12342370
2015-08-28,437.500000,441.500000,433.049988,436.200012,417.710358,4923780
2015-08-31,436.424988,436.424988,426.899994,427.950012,409.810028,9467432
2015-09-01,426.950012,426.950012,417.549988,419.924988,402.125183,9895684
2015-09-02,425.000000,428.549988,421.299988,424.774994,406.769623,8984402
2015-09-03,427.024994,430.375000,422.200012,426.924988,408.828461,5330550
2015-09-04,424.850006,424.850006,412.549988,417.950012,400.233917,7406072
2015-09-07,419.125000,422.000000,413.850006,416.600006,398.941132,4678930
2015-09-08,418.000000,426.475006,412.549988,424.299988,406.314758,5897660
2015-09-09,430.500000,439.350006,425.250000,437.024994,418.500336,7927582
2015-09-10,430.500000,435.250000,427.750000,433.500000,415.124756,5062846
2015-09-11,436.000000,438.049988,428.100006,430.475006,412.227997,4861888
2015-09-14,430.875000,432.850006,425.950012,431.924988,413.616516,3640906
2015-09-15,431.000000,435.000000,427.799988,433.500000,415.124756,5261888
2015-09-16,436.049988,438.674988,432.600006,436.274994,417.782135,6137372
2015-09-18,439.225006,449.750000,438.575012,447.700012,428.722870,15663184
2015-09-21,440.000000,444.100006,438.024994,439.049988,420.439514,5820728
2015-09-22,440.000000,442.450012,422.250000,423.950012,405.979584,7198324
2015-09-23,421.500000,428.399994,420.000000,425.174988,407.152649,6958648
2015-09-24,424.000000,424.000000,417.375000,418.674988,400.928162,13293018
2015-09-28,419.899994,420.450012,414.350006,417.125000,399.443878,5314394
2015-09-29,415.000000,425.125000,413.049988,420.375000,402.556122,7247674
2015-09-30,425.500000,432.399994,419.250000,431.149994,412.874359,7905330
2015-10-01,436.975006,436.975006,429.299988,432.350006,414.023499,3960612
2015-10-05,431.399994,445.000000,430.924988,444.000000,425.179657,7321708
2015-10-06,447.825012,450.250000,442.875000,449.024994,429.991669,5636996
2015-10-07,447.350006,459.024994,445.500000,456.899994,437.532928,5264358
2015-10-08,457.450012,457.450012,443.125000,444.549988,425.706390,4915978
2015-10-09,447.024994,452.725006,440.750000,443.674988,424.868469,4264390
2015-10-12,444.000000,450.799988,444.000000,445.875000,426.975189,2840098
2015-10-13,442.524994,448.149994,441.450012,446.799988,427.860962,2817316
2015-10-14,447.899994,452.500000,446.975006,451.475006,432.337860,3658514
2015-10-15,453.850006,455.500000,450.049988,451.850006,432.696930,4136660
2015-10-16,452.250000,457.399994,451.850006,457.399994,438.011688,6970386
2015-10-19,470.500000,482.750000,470.500000,481.750000,461.329559,15317750
2015-10-20,482.500000,483.350006,476.500000,478.350006,458.073700,8271006
2015-10-21,477.750000,487.399994,476.500000,477.500000,457.259674,6585230
2015-10-23,481.975006,486.524994,470.575012,477.825012,457.570953,5556136
2015-10-26,480.950012,481.500000,470.649994,471.424988,451.442169,5000840
2015-10-27,469.399994,474.125000,468.700012,469.774994,449.862152,5303952
2015-10-28,468.450012,472.450012,464.950012,468.475006,448.617249,5467128
2015-10-29,468.000000,472.500000,467.475006,470.500000,450.556427,6071344
2015-10-30,471.049988,477.950012,470.049988,473.850006,453.764435,6110650
2015-11-02,474.500000,480.750000,472.600006,479.899994,459.557983,3301676
2015-11-03,481.625000,485.225006,480.625000,483.600006,463.101135,5199592
2015-11-04,484.000000,487.500000,473.100006,475.649994,455.488098,4586836
2015-11-05,474.500000,475.500000,466.500000,468.299988,448.449677,4922518
2015-11-06,469.725006,477.375000,468.950012,476.200012,456.014801,3825198
2015-11-09,466.750000,482.500000,461.725006,480.625000,460.252289,7786320
2015-11-10,478.500000,479.750000,458.149994,461.375000,441.818207,5251122
2015-11-13,457.524994,469.274994,457.250000,466.524994,446.749908,6255098
2015-11-16,463.000000,471.000000,462.375000,467.149994,447.348419,7015926
2015-11-17,469.024994,469.450012,463.100006,463.875000,444.212250,3926210
2015-11-18,463.799988,465.649994,454.975006,456.000000,436.671021,5142766
2015-11-19,459.450012,469.350006,458.625000,467.375000,447.563873,5569752
2015-11-20,467.000000,476.399994,462.774994,473.424988,453.357422,5167930
2015-11-23,475.000000,478.950012,473.100006,476.875000,456.661224,4800026
2015-11-24,476.500000,485.799988,475.524994,483.850006,463.340515,6768886
2015-11-26,485.500000,495.975006,484.125000,494.325012,473.371552,10883224
2015-11-27,494.500000,496.250000,487.049988,489.524994,468.774963,4979394
2015-11-30,489.250000,492.200012,481.149994,483.549988,463.053223,13678054
2015-12-01,482.000000,489.399994,480.625000,482.950012,462.478699,5934650
2015-12-02,483.125000,489.850006,482.250000,488.975006,468.248291,3462408
2015-12-03,487.450012,494.475006,487.049988,488.600006,467.889160,5194048
2015-12-04,486.149994,488.100006,480.700012,482.725006,462.263214,6146002
2015-12-07,482.725006,486.500000,474.875000,476.024994,455.847229,6621556
2015-12-08,474.450012,476.799988,468.049988,470.450012,450.508545,3443452
2015-12-09,468.100006,471.725006,456.424988,457.950012,438.538361,4194236
2015-12-10,461.250000,476.899994,460.000000,475.174988,455.033234,8499730
2015-12-11,475.875000,479.500000,471.450012,476.475006,456.278137,8300090
2015-12-14,473.799988,481.750000,473.000000,477.549988,457.307526,4829460
2015-12-15,478.500000,488.975006,476.825012,487.950012,467.266724,7186122
2015-12-16,487.950012,493.774994,486.750000,489.325012,468.583435,5530496
2015-12-17,490.024994,507.500000,489.000000,504.850006,483.450378,8854870
2015-12-18,501.899994,504.500000,495.000000,495.950012,474.927643,7322040
2015-12-21,493.950012,499.500000,492.174988,496.049988,475.023376,5637670
2015-12-22,496.399994,501.299988,492.000000,493.649994,472.725128,5293656
2015-12-23,495.899994,503.450012,495.000000,501.899994,480.625427,5906346
2015-12-24,501.950012,503.600006,498.149994,500.274994,479.069305,5441138
2015-12-28,500.299988,506.875000,500.000000,505.200012,483.785553,5891016
2015-12-29,505.200012,509.350006,503.575012,507.700012,486.179596,6818120
2015-12-30,507.500000,508.000000,501.000000,502.250000,480.960602,3726642
2015-12-31,501.700012,509.850006,499.549988,507.299988,485.796509,8450132
2016-01-01,504.899994,509.450012,504.100006,507.674988,486.155640,2476270
2016-01-04,502.500000,506.899994,493.350006,497.649994,476.555573,13793142
2016-01-05,500.149994,505.000000,498.500000,502.575012,481.271790,6832918
2016-01-06,503.799988,519.200012,500.200012,516.099976,494.223511,12233710
2016-01-07,510.524994,514.000000,504.024994,506.625000,485.150116,9024438
2016-01-08,510.000000,516.450012,508.350006,512.875000,491.135223,9743678
2016-01-11,507.975006,530.400024,505.500000,525.799988,503.512329,13265342
2016-01-12,527.500000,532.700012,520.549988,522.724976,500.567719,10685522
2016-01-13,526.549988,544.875000,523.599976,538.424988,515.602234,32825622
2016-01-14,531.924988,540.500000,526.525024,530.825012,508.324341,12719826
2016-01-15,534.875000,544.750000,532.799988,536.650024,513.902466,13151450
2016-01-18,537.500000,541.974976,504.049988,508.424988,486.873810,12459918
2016-01-19,514.500000,524.900024,507.049988,521.799988,499.681915,9824192
2016-01-20,517.450012,517.450012,495.000000,502.274994,480.984528,20624706
2016-01-21,508.774994,512.875000,488.350006,492.100006,471.240845,14523544
2016-01-22,497.024994,505.500000,497.024994,502.075012,480.793030,10826910
2016-01-25,505.000000,509.375000,500.000000,501.975006,480.697266,5988680
2016-01-27,504.049988,505.000000,498.475006,499.674988,478.494751,7886590
2016-01-28,500.500000,510.899994,498.549988,508.450012,486.897797,10548946
2016-01-29,509.475006,520.000000,509.000000,517.700012,495.755707,8767154
2016-02-01,519.974976,520.900024,512.775024,515.150024,493.313812,4534546
2016-02-02,515.150024,516.400024,495.250000,500.575012,479.356567,6752932
2016-02-03,494.000000,497.000000,487.500000,490.700012,469.900208,7173616
2016-02-04,494.000000,500.500000,482.850006,486.524994,465.902161,8322158
2016-02-05,489.549988,491.000000,480.700012,485.450012,464.872711,9599764
2016-02-08,485.549988,492.399994,478.975006,480.524994,460.156433,5521706
2016-02-09,476.450012,484.399994,475.000000,478.750000,458.456726,8962058
2016-02-10,475.850006,486.500000,474.325012,481.325012,460.922607,7718500
2016-02-11,481.424988,482.975006,457.750000,462.274994,442.680023,7824326
2016-02-12,466.950012,466.950012,444.049988,453.274994,434.061554,13403870
2016-02-15,459.000000,475.674988,459.000000,473.375000,453.309509,8815778
2016-02-16,475.549988,479.000000,463.500000,465.274994,445.552887,5954526
2016-02-17,467.549988,478.725006,458.200012,476.299988,456.110535,7059664
2016-02-18,481.475006,484.350006,468.000000,470.049988,450.125458,6598322
2016-02-19,470.000000,476.375000,468.674988,472.174988,452.160431,4679328
2016-02-22,472.049988,484.149994,472.049988,481.149994,460.755005,5838396
2016-02-23,481.549988,483.600006,471.375000,474.825012,454.698120,8681492
2016-02-24,472.450012,479.274994,471.000000,476.325012,456.134521,6942622
2016-02-25,477.100006,478.274994,470.424988,472.049988,452.040710,11350050
2016-02-26,476.500000,479.375000,472.149994,475.174988,455.033234,3817066
2016-02-29,475.649994,497.299988,467.500000,483.325012,462.837799,14186948
2016-03-01,482.350006,492.524994,482.325012,490.649994,469.852295,7521846
2016-03-02,496.450012,502.875000,493.625000,500.750000,479.524170,9191772
2016-03-03,505.000000,509.000000,498.750000,506.424988,484.958618,7260012
2016-03-04,507.000000,507.500000,501.750000,503.200012,481.870361,4108856
2016-03-08,503.750000,515.450012,503.750000,513.500000,491.733734,6045108
2016-03-09,510.000000,521.950012,509.299988,520.849976,498.772247,5419662
2016-03-10,521.025024,522.950012,504.500000,505.875000,484.431915,9466248
2016-03-11,507.450012,514.775024,505.299988,507.250000,485.748657,7003352
2016-03-14,509.549988,513.200012,506.475006,509.875000,488.262360,5431180
2016-03-15,512.000000,513.924988,507.549988,510.250000,488.621521,4794664
2016-03-16,510.500000,512.900024,502.725006,510.875000,489.220001,5058148
2016-03-17,513.500000,518.450012,506.000000,508.000000,496.674988,7695480
2016-03-18,509.125000,515.075012,507.850006,513.599976,502.150146,6414492
2016-03-21,513.974976,520.750000,511.375000,518.650024,507.087616,5809704
2016-03-22,518.500000,526.125000,517.825012,523.924988,512.244995,7009934
2016-03-23,523.450012,523.450012,511.200012,514.599976,503.127899,7683308
2016-03-28,515.000000,515.849976,507.825012,510.200012,498.825989,8261106
2016-03-29,511.899994,521.000000,510.100006,518.125000,506.574310,7255802
2016-03-30,521.349976,525.875000,521.349976,523.525024,511.853973,6607560
2016-03-31,520.500000,528.000000,516.349976,522.599976,510.949524,14095970
2016-04-01,519.549988,523.150024,512.500000,517.224976,505.694366,5660230
2016-04-04,520.000000,521.099976,512.650024,517.525024,505.987671,3946520
2016-04-05,515.674988,521.200012,511.100006,513.474976,502.027924,4690296
2016-04-06,516.049988,518.349976,511.299988,516.875000,505.352142,3195950
2016-04-07,517.450012,524.000000,511.049988,518.625000,507.063141,4018110
2016-04-08,517.950012,527.224976,515.599976,518.174988,506.623169,6131402
2016-04-11,518.500000,522.750000,516.500000,520.150024,508.554169,4712636
2016-04-12,520.150024,528.724976,519.025024,523.700012,512.025024,5104198
2016-04-13,526.275024,534.950012,526.275024,533.025024,521.142151,7332282
2016-04-18,532.900024,533.400024,527.700012,532.375000,520.506653,8716204
2016-04-20,534.599976,534.599976,517.900024,518.650024,507.087616,9914994
2016-04-21,520.700012,526.000000,517.500000,520.575012,508.969666,5202872
2016-04-22,519.500000,523.750000,514.650024,519.474976,507.894165,5351172
2016-04-25,522.224976,522.224976,506.149994,508.450012,497.114990,27959172
2016-04-26,507.700012,511.950012,503.750000,508.475006,497.139404,12082558
2016-04-27,508.950012,512.974976,508.000000,509.700012,498.337158,6630120
2016-04-28,507.000000,509.600006,495.475006,498.350006,487.240173,28321014
2016-04-29,496.725006,499.274994,489.424988,491.350006,480.396210,10734120
2016-05-02,489.500000,496.200012,489.000000,493.475006,482.473846,4855506
2016-05-03,494.000000,497.475006,486.375000,487.899994,477.023102,8033248
2016-05-04,487.024994,491.850006,486.500000,489.049988,478.147461,6192906
2016-05-05,490.000000,491.725006,485.450012,487.625000,476.754272,9904822
2016-05-06,486.500000,488.399994,483.500000,484.475006,473.674469,6742440
2016-05-09,487.500000,493.000000,486.399994,491.549988,480.591766,7016176
2016-05-10,491.549988,492.350006,489.000000,491.274994,480.322815,3313680
2016-05-11,485.899994,490.375000,485.000000,487.700012,476.827606,5641398
2016-05-12,488.000000,497.100006,487.524994,496.399994,485.333588,5845428
2016-05-13,494.475006,495.274994,487.500000,489.075012,478.171906,6696706
2016-05-16,488.500000,491.250000,485.549988,487.975006,477.096436,4264144
2016-05-17,490.125000,491.549988,483.174988,484.575012,473.772278,5558046
2016-05-18,482.950012,486.250000,482.049988,485.274994,474.456635,3761948
2016-05-19,485.850006,485.950012,472.799988,475.600006,464.997314,4176116
2016-05-20,476.000000,477.250000,465.674988,467.100006,456.686829,8477976
2016-05-23,468.674988,470.350006,462.825012,465.000000,454.633606,8396196
2016-05-24,464.024994,472.000000,464.024994,470.225006,459.742157,5615474
2016-05-25,474.924988,476.399994,470.575012,475.600006,464.997314,4224270
2016-05-26,475.000000,476.200012,472.049988,473.424988,462.870789,6487202
2016-05-27,474.524994,488.450012,474.375000,487.350006,476.485382,6126758
2016-05-30,488.200012,490.750000,482.500000,484.350006,473.552277,4404182
2016-05-31,484.500000,486.500000,478.250000,478.924988,468.248169,10666938
2016-06-01,478.975006,483.049988,475.899994,476.799988,466.170563,4134068
2016-06-02,477.250000,478.575012,472.549988,478.125000,467.466034,4687704
2016-06-03,480.000000,481.450012,477.924988,479.825012,469.128143,3951424
2016-06-06,480.500000,481.500000,476.274994,477.399994,466.757202,3964932
2016-06-07,478.625000,480.475006,475.799988,477.524994,466.879395,8665254
2016-06-08,479.000000,479.000000,474.575012,477.049988,466.414978,5547950
2016-06-09,480.000000,488.225006,478.100006,485.575012,474.749939,7151680
2016-06-10,487.000000,492.200012,484.149994,488.350006,477.463104,7459474
2016-06-13,484.950012,491.725006,481.524994,490.549988,479.614014,4669712
2016-06-14,490.475006,492.700012,484.649994,488.125000,477.243103,4994016
2016-06-15,490.000000,493.250000,486.875000,492.299988,481.325012,5087842
2016-06-16,490.500000,491.825012,483.524994,488.149994,477.267517,4284658
2016-06-17,488.500000,489.325012,485.049988,487.450012,476.583160,4816192
2016-06-20,486.075012,496.299988,484.000000,495.100006,484.062622,4918474
2016-06-21,497.049988,497.075012,489.850006,493.549988,482.547150,6369730
2016-06-22,492.500000,492.950012,488.549988,490.250000,479.320740,5846568
2016-06-23,489.975006,491.000000,485.000000,490.225006,479.296295,4497386
2016-06-24,482.450012,482.450012,466.700012,475.725006,465.119568,11422346
2016-06-27,470.250000,479.200012,470.250000,477.825012,467.172760,4189198
2016-06-28,478.200012,480.774994,477.500000,478.899994,468.223755,3476740
2016-06-29,481.000000,484.475006,480.000000,483.450012,472.672333,3439714
2016-06-30,486.000000,488.750000,483.524994,484.575012,473.772278,5832658
2016-07-01,486.375000,488.399994,485.000000,486.725006,475.874329,3021958
2016-07-04,487.750000,496.799988,487.750000,493.350006,482.351624,3567500
2016-07-05,493.049988,501.450012,490.149994,496.549988,485.480286,5193356
2016-07-07,496.250000,500.250000,493.075012,493.950012,482.938263,5499296
2016-07-08,493.500000,494.500000,488.174988,489.200012,478.294128,3264450
2016-07-11,495.500000,497.475006,492.750000,496.250000,485.186981,3779212
2016-07-12,497.625000,502.500000,495.500000,501.700012,490.515472,4465370
2016-07-13,502.600006,508.350006,502.075012,504.375000,493.130859,6818772
2016-07-14,504.049988,507.049988,499.125000,502.450012,491.248779,4918366
2016-07-15,504.500000,510.500000,501.750000,506.100006,494.817352,6397124
2016-07-18,514.000000,519.375000,500.875000,503.125000,491.908691,14678172
2016-07-19,503.000000,511.475006,497.649994,508.899994,497.554932,7611500
2016-07-20,509.975006,514.150024,508.274994,511.500000,500.096954,5607290
2016-07-21,512.000000,512.500000,502.500000,503.174988,491.957581,3068088
2016-07-22,503.000000,508.899994,502.549988,507.424988,496.112854,3154228
2016-07-25,507.000000,511.875000,503.674988,511.375000,499.974792,3767768
2016-07-26,511.500000,517.400024,507.600006,512.025024,500.610352,4807744
2016-07-27,511.524994,513.000000,504.475006,506.549988,495.257355,5042896
